title,price,image
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB + 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29898 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 1TB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29898 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB + 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",30195 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_3155_2974.jpg
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 4GB, 1TB, 15.6""FHD RUS, HDMI, ABYSS BLUE",30195 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_8270.jpg
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 4GB, 1TB, 15.6""FHD RUS, HDMI, BLACK",30195 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_6025_7227.jpg
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 4GB,SSD 240GB, 15.6""FHD RUS, HDMI, BLACK",30195 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7870.jpg
"Ноутбук Lenovo IdeaPad 1 14IGL7 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 14"" LED HD, 4GB, 128GB eMMC +1TB m.2 NVMe, WiFi, BT, Cam, Win11En HomeS, Eng-Rus, бесшумный, серебр[82V6001DUS]",30195 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_4350.jpg
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 256GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",30294 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo V15 i3-10110U 2.1-4.1 GHz,8GB,500GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",30294 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1065_6239.jpg
"Lenovo V15 i3-10110U 2.1-4.1 GHz,8GB,SSD 120GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",30294 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_4862.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",30690 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",30690 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 8GB, 500GB, 15.6""FHD RUS, HDMI, BLACK",30690 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_4434_5759.jpg
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD M.2 NVMe +256GB SSD M.2 NVMe, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, серый [GWNC31514-BK]",30690 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo V15 i3-10110U 2.1-4.1 GHz,8GB,1TB,15.6""HD,RUS,DOS HDMI, IRON GRAY",30789 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5251_3223.jpg
"Lenovo V15 i3-10110U 2.1-4.1 GHz,8GB,SSD 240GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",30789 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_6153.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB + 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",30888 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo V15 i3-10110U 2.1-4.1 GHz,4GB,SSD 480GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",30888 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5288_3872.jpg
"Acer Aspire 3 A315 i3-1005G1 1.2-3.4GHz,4GB, SSD 256GB, 15.6""FHD,LAN,BLACK",31086 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_2494.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 128GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",31185 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_6417_3457.jpg
"Lenovo Ideapad S145-15API Silver AMD 3020e (up to 2.6Ghz), 4GB, 500GB, AMD Radeon™ Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",31185 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1) l340 15 платин_7718.jpg
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 500GB SSD M.2 NVMe, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, серый [GWNC31514-BK]",31185 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 500GB + 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31284 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31284 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 500GB, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31284 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 8GB, 1TB, 15.6""FHD RUS, HDMI, BLACK",31383 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7803.jpg
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 8GB,SSD 240GB, 15.6""FHD RUS, HDMI, BLACK",31383 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_8218_5894.jpg
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 1TB + 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31482 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 8GB, 1TB, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31482 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 4GB,SSD 480GB, 15.6""FHD RUS, HDMI, BLACK",31482 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_4022_3030.jpg
"Acer Aspire A315-34 Black Intel N4020 (up to 2.8Ghz), 4GB, 256GB M.2 NVMe PCIe, Intel HD Graphics, 15.6"" LED FULL HD (1920x1080), WiFi, LAN RJ45, BT, Cam, DOS, Eng-Rus",31680 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_3421_5321.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 8GB, 500GB + 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",31680 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,500GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",21978 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1387.jpg
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 120GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",22176 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5532_5583.jpg
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 120GB,15.6""HD,RUS,DOS HDMI, PLATINUM GRAY",22374 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_7818.jpg
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,15.6""HD,RUS,DOS HDMI, IRON GRAY",22671 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7426.jpg
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 240GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",22671 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5954_7734.jpg
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,15.6""HD,RUS,DOS HDMI, BLACK",22869 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7338.jpg
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 240GB,15.6""HD,RUS,DOS HDMI, BLACK",22869 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_4625.jpg
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,15.6""HD,RUS,DOS HDMI, PLATINUM GRAY",22869 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_7462.jpg
"Ноутбук Lenovo V15 IGL, Celeron N4020 (up to 2.8Ghz), 4GB, 256GB SSD m.2 NVMe, 15,6""HD(1366х768),Intel UHD Graphics 600,без привода,WiFi+BT,HD Web Camera,FreeDOS, Eng-Rus,Iron Grey,бесшум [82C3001NAK]",23018 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_5079_7954.jpg
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 256GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",23166 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_8807_5890.jpg
"Lenovo V15 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 480GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",23958 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7648_1586.jpg
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 480GB,15.6""HD,RUS,DOS HDMI, BLACK",24156 Сом,https://enter.kg/computers/noutbuki_bishkek/images/yandex.png
"Lenovo IP3 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 480GB,15.6""HD,RUS,DOS HDMI, PLATINUM GRAY",24156 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_3552_2150.jpg
"Ноутбук Lenovo IdeaPad 1 14IGL7 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 14"" LED (1366х768), 4GB, 128GB eMMC, Intel UHD Graphics 605, WiFi, BT, Cam, Win11 HomeS, Cloud Grey [82V6001DUS]",24255 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_4087_3522.jpg
"Ноутбук Lenovo V15 IGL, Celeron N4020 (up to 2.8Ghz), 4GB, 500GB SSD m.2 NVMe, 15,6"" HD (1366х768), Intel UHD Graphics 600, без привода, WiFi+BT, HD Web Camera, FreeDOS, Eng-Rus, Iron Grey, бесшумный [82C3001NAK]",24255 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_6204.jpg
"Lenovo IP3 Celeron N4020 1.1-2.8GHz,4GB,1TB,15.6"" FHD,RUS,DOS HDMI, BLACK",24552 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_4801_3627.jpg
"Ноутбук Lenovo V15 IGL, Celeron N4020 (up to 2.8Ghz), 4GB, 256GB SSD m.2 NVMe+1TB HDD, 15,6"" HD (1366х768), Intel UHD Graphics 600, без привода, WiFi+BT, HD Web Camera, FreeDOS, Eng-Rus, Iron Grey, бесшумный [82C3001NAK]",24552 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_4236.jpg
"Lenovo IP3 Celeron N4020 1.1-2.8GHz,4GB,SSD 240GB,15.6"" FHD,RUS,DOS HDMI, BLACK",24849 Сом,https://enter.kg/computers/noutbuki_bishkek/images/yandex.png
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,1TB,15.6"" HD,RU, BLACK",25146 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_7987.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,SSD 240GB,15.6"" HD,RU, BLACK",25146 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_7489.jpg
"Ноутбук Gateway GWTN156 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 128GB SSD+256GB SSD, Intel® UHD Graphics 605, 15.6"" LED FULL HD(1920x1080), WiFi, BT, Cam, Win10 S, серый, бесшумный [GWTN156-11BK]",25641 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_8598_2615.jpg
"Notebook YEPO Silver Intel Quad Core J3455 (up to 2.3Ghz), 8GB, 128GB SSD, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, HD WebCam, UltraSlim, Eng-Rus",25740 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_7347_1054.jpg
"Ноутбук Lenovo V14-82C2 Intel N4020 1.1-2.8GHz,4GB,1TB,14""HD,HDMI, IRON GRAY,NO DVDRW,Rus+Eng",25740 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_4407.png
"Lenovo Ideapad V14 Iron Gray Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus",26037 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_4913.jpg
"Lenovo Ideapad V14 Iron Gray Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus",26037 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_5087.jpg
"Lenovo Ideapad V14 Iron Gray Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus",26235 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2528_8239.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,8GB,SSD 240GB,15.6"" HD,RU, BLACK",26334 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_6478.jpg
"Ноутбук Lenovo IdeaPad 1 14IGL7 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 14"" LED HD, 4GB, 128GB eMMC +256GB m.2 NVMe, WiFi, BT, Cam, Win11En HomeS, Eng-Rus, бесшумный, серебр[82V6001DUS]",26334 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_1624.jpg
"Ноутбук Lenovo V15 IGL, Celeron N4020 (up to 2.8Ghz), 4GB, 500GB SSD m.2 NVMe+1TB HDD, 15,6"" HD (1366х768), Intel UHD Graphics 600, без привода, WiFi+BT, HD Web Camera, FreeDOS, Eng-Rus, Iron Grey, бесшумный [82C3001NAK]",26334 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_5928.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,4GB,SSD 480GB,15.6"" HD,RU, BLACK",26433 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_8078.jpg
"Ноутбук Gateway GWTN156 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB DDR4, 128GB SSD+500GB SSD, Intel® UHD Graphics 605, 15.6"" LED FULL HD(1920x1080), WiFi, BT, Cam, Win10 S, серый, бесшумный [GWTN156-11BK]",26631 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_7876_3720.jpg
"Notebook YEPO Silver Intel Quad Core J3455 (up to 2.3Ghz), 8GB, 256GB SSD, Intel HD Graphics, 15.6"" IPS FULL HD (1920x1080), WiFi, BT, HD WebCam, UltraSlim, Eng-Rus",26730 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_6497_1615.jpg
"Ноутбук Lenovo V15-82C3 Intel N4020 1.1-2.8GHz,4GB,1TB,15""HD,HDMI, IRON GRAY,NO DVDRW,Rus+Eng",26730 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_3344_3597.jpg
"Lenovo Ideapad V14 Iron Gray Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 256GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus",26829 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1666.jpg
"Ноутбук Lenovo V15 IGL, Celeron N4020 (up to 2.8Ghz), 4GB, 1000GB SSD m.2 NVMe, 15,6"" HD (1366х768), Intel UHD Graphics 600, без привода, WiFi+BT, HD Web Camera, FreeDOS, Eng-Rus, Iron Grey, бесшумный [82C3001NAK]",26829 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_2010.jpg
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",27225 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_3364.jpg
"Lenovo V14 Celeron DC N4020 1.1-2.8GHz,4GB,SSD 120GB,14""HD,RUS,DOS HDMI, IRON GRAY",27423 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/ww-lenovo-laptop-v14-amd-hero_1798.webp
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",27522 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_8793.jpg
"HP 15-dw1495nia (6J5C0EA) N4120 Quadcore 1.1-2.6GHz,8GB,SSD 480GB,15.6"" HD,RU, BLACK",27621 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_6921.jpg
"Lenovo V14 Celeron DC N4020 1.1-2.8GHz,4GB,1TB,14""HD,RUS,DOS HDMI, IRON GRAY",27621 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/ww-lenovo-laptop-v14-amd-hero_3169.webp
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",27720 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",27720 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",27720 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_4559_8217.jpg
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 1TB, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",27918 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Ноутбук HP 250 G7 1F3J3EA#ACB Intel Celeron N4020 (1.10-2.80GHz), 4GB DDR4, 1TB HDD, Intel UHD Graphics 600, 15.6""FHD (1920x1080) LED, WiFi ac, BT 4.2, HD WC, CR, DOS, Русская клавиатура, Black",27918 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1001598121_3_644x461_new-hp-15-laptop-intel-core-i3-free-laptop-bag-computers-laptops_2331.jpg
"Ноутбук Lenovo IdeaPad 1 14IGL7 Intel Pentium Quad Core N5030 (up to 3.1Ghz), 14"" LED HD, 4GB, 128GB eMMC +500GB m.2 NVMe, WiFi, BT, Cam, Win11En HomeS, Eng-Rus, бесшумный, серебр[82V6001DUS]",27918 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/2_3795_4938.jpg
"Lenovo Ideapad 3 Silver Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 256GB SSD, Intel HD Graphics, 15.6"" LED, WiFi, BT, Cam, DOS, Eng-Rus",28215 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1871.jpg
"Ноутбук Lenovo V14-82C2 Intel N4020 1.1-2.8GHz,4GB,SSD 480Gb,14""HD,HDMI, IRON GRAY,NO DVDRW,Rus+Eng",28215 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_3593.png
"Lenovo Ideapad V14 Iron Gray Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 512GB M.2 NVMe PCIe, AMD Radeon™ Graphics, 14.0"" LED, WiFi, BT, Cam, DOS, Eng-Rus",28314 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_2672_7257.jpg
"Ноутбук Gateway GWNC31514 ULTRA SLIM Black i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD, HD Graphics 620, 15.6"" FULL HD (1920x1080), WiFi, BT, Cam, Win11, w/ Carrying Case & Wireless Mouse [GWNC31514-BK]",28512 Сом,https://enter.kg/computers/noutbuki_bishkek/images/yandex.png
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 256GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",28710 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Ноутбук Gateway GWNC31514 ULTRA SLIM Blue i3-1115G4 (up to 4.1Ghz), 4GB, 128GB SSD, HD Graphics 620, 15.6"" FULL HD (1920x1080), WiFi, BT, Cam, Win11, w/ Carrying Case & Wireless Mouse [GWNC31514-BL]",28710 Сом,https://enter.kg/computers/noutbuki_bishkek/images/yandex.png
"Ноутбук Lenovo V15-82C3 Intel N4020 1.1-2.8GHz,4GB,SSD480Gb,15""HD,HDMI, IRON GRAY,NO DVDRW,Rus+Eng",28710 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_7094.jpg
"Lenovo V15 i3-10110U 2.1-4.1 GHz,4GB,SSD 120GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",29106 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5667_5071.jpg
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 128GB SSD, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29304 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 500GB, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29304 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD M.2 NVMe, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, серый [GWNC31514-BK]",29403 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8 Black Intel Pentium Quad Core N5030 (up to 3.1Ghz), 4GB, 1TB, Intel HD Graphics, 14"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29502 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 240 G8UMA (32M66EA) Pentium Silver N5030 Quadcore 1.1-3.1GHz,4GB,1TB,14"" HD,RU, BLACK",29502 Сом,https://enter.kg/computers/noutbuki_bishkek/images/yandex.png
"Lenovo IP3 i3-10110U 2.1-4.1GHz, 4GB, 500GB, 15.6""FHD RUS, HDMI, BLACK",29502 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1242_8686.jpg
"Lenovo V15 i3-10110U 2.1-4.1 GHz,4GB,1TB,15.6""HD,RUS,DOS HDMI, IRON GRAY",29601 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_1014_1919.jpg
"Lenovo V15 i3-10110U 2.1-4.1 GHz,4GB,SSD 240GB,15.6""HD,RUS,DOS HDMI, IRON GRAY",29601 Сом,https://enter.kg/computers/noutbuki_bishkek/images/stories/virtuemart/product/1_5739_5188.jpg
"Ноутбук Gateway ULTRA SLIM i3-1115G4 (up to 4.1Ghz), 4GB, 256GB SSD M.2 NVMe, HD Graphics 620, 15.6"" FULL HD LED, WiFi, BT, Cam, Win11, чехол и мышь в комплекте, ярко голубой [GWNC31514-BK]",29601 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
"HP 250 G8 Black Intel Dual Core N4020 (up to 2.8Ghz), 4GB, 500GB + 128GB SSD, Intel HD Graphics, 15.6"" LED HD, WiFi, BT, Cam, DOS, Eng-Rus",29700 Сом,https://enter.kg/computers/noutbuki_bishkek/images/novinka.gif
